clave,fuente,usr_id,prp_id,url,fecha_scraping,fecha_publicacion,precio,moneda,precio_m2,superficie_cubierta_m2,superficie_total_m2,ambientes,dormitorios,banos,tipo_construccion,condicion,estado_conservacion,antiguedad,localidad,provincia,direccion,latitud,longitud,cochera,plantas,piscina,amoblado,tiene_expensas,valor_expensas,acepta_mascotas,zona_escolar,publicador,tipo_anunciante,es_dueno_directo,posible_duplicado_cruzado,motivo_sospecha,descripcion,id_publicado
inmoclick:16797-1307,inmoclick,16797,1307,https://inmoclick.com/16797-provivienda-inmobiliaria/inmuebles/1307/ficha/departamento-en-alquiler-en-los-retamos-1479,2026-09-08,,490000.0,ARS,9800.0,50.0,55.0,,2.0,1.0,Departamento,Alquiler,Muy Bueno,,Las Heras,Mendoza,Los Retamos 1479,-32.8624943,-68.8541359,Garage/Cochera,,,,False,,False,,provivienda inmobiliaria,Inmobiliaria,False,True,,"Barrio Reconquista, Pegado Cementista. Los Retamos 1471, entre Las Moreras y los Olivos. Complejo. 1° Piso por escalera. frontal. Impecable. Living cocina comedor. 2 dormitorios con placares. ante baño y baño. lavadero y tendedero. Cochera cubierta. NO MASCOTAS. SIN EXPENSAS. Contacto Javier / Armando",16797-1307
inmoclick:16797-228,inmoclick,16797,228,https://inmoclick.com/16797-provivienda-inmobiliaria/inmuebles/228/ficha/departamento-en-alquiler-en-houssay-824,2026-09-08,,500000.0,ARS,9090.90909090909,55.0,60.0,,1.0,1.0,Departamento,Alquiler,Excelente,,Capital,Mendoza,Houssay 824,-32.8636367763206,-68.85675685396728,Garage/Cochera,,,,,50000.0,False,,provivienda inmobiliaria,Inmobiliaria,False,False,,"Houssay 824, casi Tabanera. Complejo. 1° piso por escalera. Excelente. Luminoso. Living cocina comedor. 1 dormitorio con placard. Un baño. Cochera cubierta. Expensas $ 50.000 (Incluye AySaM y Municipalidad) Mensual. NO MASCOTAS. Contacto Javier / Armando",16797-228
inmoclick:16797-528,inmoclick,16797,528,https://inmoclick.com/16797-provivienda-inmobiliaria/inmuebles/528/ficha/departamento-en-alquiler-en-av-espana-985,2026-09-08,,350000.0,ARS,10000.0,35.0,35.0,,1.0,1.0,Departamento,Alquiler,Muy Bueno,,Capital,Mendoza,Av España 985,-32.8918424,-68.8422351,Sin Cochera,,,,,35000.0,False,,provivienda inmobiliaria,Inmobiliaria,False,False,,"Av España 985., casi Rivadavia. 5° Piso, Impecable , amplio monoambiente dividido. Estar, 1 dormitorio con placard, cocina separada del Estar. Baño. NO MASCOTAS. EXPENSAS $ 35.000. Contacto Javier /Armando",16797-528
inmoclick:16797-687,inmoclick,16797,687,https://inmoclick.com/16797-provivienda-inmobiliaria/inmuebles/687/ficha/loft-en-alquiler-en-tito-francia-4195,2026-09-08,,380000.0,ARS,6909.090909090909,55.0,65.0,,,,Loft,Alquiler,Excelente,,Guaymallen,Mendoza,Tito Francia 4195,-32.9166987,-68.7931462,,,,,,40000.0,False,,provivienda inmobiliaria,Inmobiliaria,False,False,,"Villa Nueva, cerca Club de Campo. Tito Francia 4.195 casi Franklin Villanueva .Planta alta. Monoambiente amplio. Cocina separada del Living. Escritorio. un baño. EXPENSAS $ 40.000. SIN MASCOTA. Contacto Javier / Armando",16797-687
inmoclick:16797-784,inmoclick,16797,784,https://inmoclick.com/16797-provivienda-inmobiliaria/inmuebles/784/ficha/departamento-en-alquiler-en-catamarca-1241,2026-09-08,,400000.0,ARS,6153.846153846154,65.0,70.0,,2.0,1.0,Departamento,Alquiler,Bueno,,Las Heras,Mendoza,Catamarca 1241,,,Sin Cochera,,,,,30000.0,False,,provivienda inmobiliaria,Inmobiliaria,False,False,,"Catamarca 1.243. casi San Luis. Complejo. 1° piso por escalera. Living cocina comedor. 2 dormitorios con placares. Un baño. 1 o 2 personas mayores. NO MASCOTAS. Expensas $ 30.000 ( incluyen Municipalidad, AySam y luz espacios comunes). Contacto Javier / Armando",16797-784
inmoclick:16797-832,inmoclick,16797,832,https://inmoclick.com/16797-provivienda-inmobiliaria/inmuebles/832/ficha/departamento-en-alquiler-en-bodas-del-figaro-y-cochabamba,2026-09-08,,580000.0,ARS,9666.666666666666,60.0,70.0,,2.0,1.0,Departamento,Alquiler,Excelente,,Guaymallen,Mendoza,Bodas del Figaro y Cochabamba,-32.91546365876631,-68.79018972405758,Garage/Cochera,,,,,20000.0,False,,provivienda inmobiliaria,Inmobiliaria,False,False,,Villa Nueva. Urquiza y Cochabamba. Barrio Senderos de Cochabamba. Calle Bodas del Figaro ( Manzana B. Lote 51) Se ingresa por Gutierrez o Cochabamba. Complejo. Planta alta. Excelente. Cochera cubierta. Living cocina comedor. 2 dormitorios con placares. Un baño. Tendedero. NO MASCOTAS. EXPENSAS $ 20.000 Co. Contacto Javier / Armando,16797-832
inmoclick:16797-835,inmoclick,16797,835,https://inmoclick.com/16797-provivienda-inmobiliaria/inmuebles/835/ficha/departamento-en-alquiler-en-av-espana-2350,2026-09-08,,500000.0,ARS,5555.555555555556,90.0,110.0,,3.0,1.0,Departamento,Alquiler,Muy Bueno,,Capital,Mendoza,Av España 2350,-32.87660979706484,-68.83839438447325,Sin Cochera,,,,,50000.0,False,,provivienda inmobiliaria,Inmobiliaria,False,False,,"Av España 2248, entre Pellegrini y Cubas. Pegado Nave Cultural Monoblock A Planta baja. Living comedor. Cocina mediana. 3 dormitorios con placares. Un baño. NO MASCOTAS. EXPENSAS $ 50.000. Contacto Javier / Armando",16797-835
inmoclick:16797-915,inmoclick,16797,915,https://inmoclick.com/16797-provivienda-inmobiliaria/inmuebles/915/ficha/departamento-en-alquiler-en-moldes-256,2026-09-08,,450000.0,ARS,8181.818181818182,55.0,65.0,5.0,2.0,1.0,Departamento,Alquiler,Muy Bueno,,Capital,Mendoza,Moldes 256,,,Sin Cochera,,,,False,,False,,provivienda inmobiliaria,Inmobiliaria,False,False,,"Moldes 256, entre Olascoaga y Tiburcio Benegas, interno, planta baja. living cocina comedor, dos dormitorios con placares, un baño, patio chico. Solo adultos. No mascotas. SIN EXPENSAS Contacto Javier / Armando",16797-915
inmoclick:16928-193,inmoclick,16928,193,https://inmoclick.com/16928-nigito-gestiones-inmobiliarias/inmuebles/193/ficha/departamento-en-alquiler-en-italia-1-148,2026-09-08,,400000.0,ARS,7272.727272727273,55.0,70.0,3.0,1.0,1.0,Departamento,Alquiler,Bueno,26.0,Godoy Cruz,Mendoza,ITALIA 1.148,-32.93801323842936,-68.85566781052916,Garage,1.0,False,False,False,,False,,nigito gestiones inmobiliarias,Inmobiliaria,False,False,,"NIGITO GESTIONES INMOBILIARIAS ALQUILA: DEPARTAMENTO SOBRE CALLE ITALIA METROS DE TIBURCIO BENEGAS DE GODOY CRUZ, PLANTA BAJA INTERNO, COMPUESTO DE: COCINA COMEDOR, UNA HABITACIÓN CON PLACARD, BAÑO, PATIO DE USO EXCLUSIVO Y GARAJE. NO ACEPTAN MASCOTAS. SIN EXPENSAS. VALOR CANON MENSUAL $400.000. POR CUALQUIER CONSULTA A SU DISPOSICIÓN. 

El valor, características, distancias y medidas indicadas, son de referencia, sujeto a modificaciones sin previo aviso.-
Los datos consignados en esta web, pueden contener errores y no son contractuales; verifique los mismos previamente con nuestro asesor.-",16928-193
inmoclick:16928-237,inmoclick,16928,237,https://inmoclick.com/16928-nigito-gestiones-inmobiliarias/inmuebles/237/ficha/departamento-en-alquiler-en-perito-moreno-561,2026-09-08,,700000.0,ARS,11666.666666666666,60.0,80.0,4.0,2.0,1.0,Departamento,Alquiler,Muy Bueno,9.0,Godoy Cruz,Mendoza,PERITO MORENO 561,-32.9312791,-68.8456042,Garage/Cochera,,False,False,,30000.0,False,,nigito gestiones inmobiliarias,Inmobiliaria,False,True,,"NIGITO GESTIONES INMOBILIARIAS ALQUILA: DEPARTAMENTO UBICADO SOBRE CALLE PERITO MORENO A 2 CUADRAS DE LA PLAZA DE GODOY CRUZ. COMPUESTO DE: LIVING COMEDOR, COCINA CON BAJO MESADA Y ARTEFACTO DE 4 HORNALLAS, LAVADERO INTEGRADO, 2 HABITACIONES CON PLACARES, BAÑO INSTALADO COMPLETO, TERRAZA DE USO EXCLUSIVO CON PARRILLA. POSEE COCHERA TECHADA. CUENTA CON TODOS LOS SERVICIOS. 1º PISO POR ESCALERAS. NO ACEPTAN MASCOTAS.-
VALOR CANON MENSUAL $700.000. 
POR CUALQUIER CONSULTA A SU DISPOSICIÓN. 
NIGITO GESTIONES INMOBILIARIAS. nigitogestionesinmobiliarias.inmo.co
 
El valor, características, distancias y medidas indicadas, son de referencia, sujeto a modificaciones sin previo aviso.-
Los datos consignados en esta web, pueden contener errores y no son contractuales; verifique los mismos previamente con nuestro asesor.-",16928-237
inmoclick:17-19841,inmoclick,17,19841,https://inmoclick.com/17-cocucci-sa/inmuebles/19841/ficha/departamento-en-alquiler-en-honorio-barraquero-237-piso-1-depto-7-godoy-cruz,2026-09-08,,480000.0,ARS,,,,2.0,1.0,1.0,Departamento,Alquiler,Muy Bueno,10.0,Godoy Cruz,Mendoza,Honorio Barraquero 237 piso 1 depto 7.Godoy Cruz,-32.9058472,-68.8408988,,,,,,,,,cocucci sa,Inmobiliaria,False,False,,"COCUCCI INMOBILIARIA OFRECE: Departamento totalmente amoblado en complejo cerrado a 300 metros de calle San Martin Sur y a 200mts de calle costanera. 

Ideal para persona sola, pareja o estudiante.

Se ofrece en alquiler hermoso departamento totalmente amoblado en primer piso por escalera, listo para ingresar. Se entrega tal como se ve en las imágenes, equipado con todo lo necesario para una estadía cómoda y práctica.
En todas las aberturas cuenta con rejas para mayor seguridad.

Ubicado dentro de un complejo cerrado, que brinda mayor tranquilidad y seguridad.

*No cuenta con cochera

La unidad esta compuesta por:

*Living-comedor completamente equipado
*Cocina con mobiliario y electrodomésticos
*1 dormitorio con placard.
* Baño completo.
*Balcón privado con lavandería

Condiciones:- Expensas Variables : $47.250
- No se aceptan mascotas
-Contrato por dos años
- Aumentos cuatrimestrales según ICL
- Depósito en USD 500 ( Posibilidad de abonarlo hasta en 3 cuotas)
-Contratación de seguro contra robo e incendios

Vías de Comunicación:
Tel opción 2 (alquileres) Luego opción 3 (área comercial)
WhatsApp",17-19841
inmoclick:17-19843,inmoclick,17,19843,https://inmoclick.com/17-cocucci-sa/inmuebles/19843/ficha/departamento-en-alquiler-en-san-martin-sur-487-pb-2-godoy-cruz,2026-09-08,,660000.0,ARS,,,,5.0,3.0,1.0,Departamento,Alquiler,Bueno,30.0,Godoy Cruz,Mendoza,San Martin Sur 487  PB - 2 - Godoy Cruz,-32.9286264,-68.849879,,,,,,,,,cocucci sa,Inmobiliaria,False,False,,"COCUCCI INMOBILIARIA OFRECE: Departamento ubicado en complejo cerrado, en planta baja, compuesto por; Amplio living - comedor, cocina - lavadero, un baño completo, 3 dormitorios con placard (uno de ellos pequeño, para cama de una plaza). Sin cochera.

Detalle: Posee artefacto de cocina, alacena y bajo mesada, termotanque, aire acondicionado (frio/calor), se entrega recién pintado.

Condiciones:

*Expensas:$101.610
*Contrato por 2 años
*Aumentos cuatrimestrales por ICL
*Depósito en garantía en dólares. (USD 700) Posibilidad de abonarlo hasta en 3 cuotas sin interés.
*No se aceptan Mascotas

Vías de comunicación:
Tel: Opción 2 (alquileres), luego Opción 3 (área comercial)
Whatsapp",17-19843
inmoclick:17-19844,inmoclick,17,19844,https://inmoclick.com/17-cocucci-sa/inmuebles/19844/ficha/departamento-en-alquiler-en-videla-correa-al-700,2026-09-08,,800000.0,ARS,11428.57142857143,70.0,,3.0,2.0,3.0,Departamento,Alquiler,Excelente,10.0,Capital,Mendoza,Videla Correa al 700,-32.870228,-68.8443495,,2.0,,,,40000.0,,,cocucci sa,Inmobiliaria,False,False,,"COCUCCI INMOBILIARIA OFRECE: Dúplex en complejo cerrado en sexta sección en calle Videla Correa a metros de estación Lugones y supermecado COTO.
Duplex N° 7 Compuesto por:
PLANTA BAJA
-Living Comedor integrado.
-Cocina con amoblamiento y bajo mesada completo.
-Baño toilette.
-Espacio de guardado en bajo escalera.
-Patio tender
PLANTA ALTA:
-Lavandería
-Baño completo con ducha
-Dos dormitorios con placar, el principal con aire acondicionado.
Cuenta con cochera para un vehículo, portón automatizado.
Detalles Constructivos: Pisos porcelanatos, rejas en todas las aberturas, calefacción central por radiadores, caldera dual, cuenta con artefacto de cocina y aire acondicionado en habitacion principal. 
CONDICIONES:
*No se aceptan mascotas
*Contrato por dos años

*Aumento cuatrimestral por ICL.

*Depósito en garantía en dólares. (USD800) Posibilidad de abonarlo hasta en 3 cuotas sin interés.
*Contratación de seguro contra robo e incendios.

LA PROPIEDAD TAMBIÉN SE ENCUENTRA A LA VENTA

Vías de comunicación:Tel: Opción 2 (alquileres), luego Opción 3 (área comercial)
Whatsapp",17-19844
inmoclick:17-19850,inmoclick,17,19850,https://inmoclick.com/17-cocucci-sa/inmuebles/19850/ficha/departamento-en-alquiler-en-saavedra-845-depto-3-guaymallen,2026-09-08,,550000.0,ARS,,,,3.0,2.0,1.0,Departamento,Alquiler,---,8.0,Guaymallen,Mendoza,"Saavedra 845,depto 3. Guaymallén",-32.892332,-68.8215285,,,,,,,,,cocucci sa,Inmobiliaria,False,False,,"ofrece en alquiler cómodo dúplex ubicado en San José, una excelente opción para quienes buscan practicidad, confort y espacios bien distribuidos.La propiedad se desarrolla en dos plantas. En planta baja cuenta con un amplio y luminoso sector de cocina comedor, baño tipo toilette y patio tendedero, ideal para el uso diario.
En planta alta dispone de dos habitaciones con placard y un baño completo, brindando comodidad 
Además, el dúplex puede alquilarse amoblado o sin amoblar, adaptándose a las necesidades de cada inquilino.
Cuenta con dos camas (una de una plaza y una de dos plazas y media), escritorio para PC, heladera, mesa con seis sillas y lavarropa.
Cuenta con cochera para un vehículo
Una propuesta cálida y funcional, ubicada en una zona tranquila y de fácil acceso.

Condiciones:
*Contrato por dos años
*Aumentos Cuatrimestrales por indice ICL
*Depósito en garantía en dólares. (USD 600) Posibilidad de abonarlo hasta en 3 cuotas sin interés.
*NO SE ACEPTAN MASCOTA.

Valor amoblada $ 600.000
Valor sin Amoblar $ 560.000",17-19850
inmoclick:17-19851,inmoclick,17,19851,https://inmoclick.com/17-cocucci-sa/inmuebles/19851/ficha/departamento-en-alquiler-en-juan-manuel-estrada-716-piso-1-depto11-guaymallen,2026-09-08,,520000.0,ARS,,,,4.0,2.0,1.0,Departamento,Alquiler,Excelente,15.0,Guaymallen,Mendoza,"Juan Manuel Estrada 716,piso 1,Depto11. Guaymallén",-32.9068734,-68.8069505,,1.0,,,,40000.0,,,cocucci sa,Inmobiliaria,False,False,,"COCUCCI INMOBILIARIA OFRECE: Cómodo departamento ubicado en complejo cerrado, en planta alta por escaleras y con disposición frontal. La propiedad cuenta con dos habitaciones con placares empotrados, una de ellas equipada con aire acondicionado. Posee un amplio living-comedor con calefacción y aire acondicionado frío/calor, ideal para brindar confort durante todo el año.

La cocina es independiente y dispone de lavandería integrada, artefacto de cocina, mesada, bajo mesada y repisas para almacenamiento. Además, el departamento cuenta con un baño completo con bañadera, sin el mueble que se observa en la fotografía.

La propiedad se completa con balcón con leonera y cochera techada para un vehículo. El complejo cuenta con cámaras de seguridad y portón eléctrico para el acceso a las cocheras, brindando mayor comodidad y seguridad.

*LA PROPIEDAD SE ENTREGA PINTADA*

*Condiciones:

-Contrato por dos años
- Aumentos cuatrimestrales según ICL
- Depósito en Dólares USD550 ( Posibilidad de abonarlo hasta en 3 cuotas)
-Contratación de seguro contra robo e incendios
-Se aceptan mascotas

Vías de Comunicación:
Tel opción 2 (alquileres) Luego opción 3 (área comercial)
WhatsApp",17-19851
inmoclick:17-19859,inmoclick,17,19859,https://inmoclick.com/17-cocucci-sa/inmuebles/19859/ficha/departamento-en-alquiler-en-olascoaga-1615-piso-1-dpto-1-quinta-seccion,2026-09-08,,420000.0,ARS,6000.0,70.0,65.0,3.0,2.0,1.0,Departamento,Alquiler,Bueno,20.0,Capital,Mendoza,Olascoaga 1615  piso 1 dpto 1 Quinta Sección.,-32.8824231,-68.8522016,,,,,,70000.0,,,cocucci sa,Inmobiliaria,False,False,,"COCUCCI INMOBILIARIA OFRECE: Departamento ubicado en primer piso por escalera (el edificio no cuenta con ascensor).

Al ingreso encontramos un living-comedor con calefactor y ventilador de techo. La cocina  posee lavandería integrada, amoblamiento de mesada de mármol, artefacto de cocina y bacha simple.

Cuenta con 2 habitaciones con placares empotrados; una de ellas equipada con calefactor eléctrico y ventilador de techo.

Baño completo.

La propiedad dispone además de terraza con jaula privada para tender ropa.

No cuenta con cochera.

Condiciones:

 *Aumentos cuatrimestrales por ICL
*Contrato por 2 años
*Depósito en USD- 500- Posibilidad de abonarlo en 3 cuotas.
*Contratación de seguro contra robo e incendios.
*NO MASCOTAS(SIN EXEPCION)

Vías de comunicación:
Tel: Opción 2 (alquileres), luego Opción 3 (área comercial)
WhatsApp",17-19859
inmoclick:17-19865,inmoclick,17,19865,https://inmoclick.com/17-cocucci-sa/inmuebles/19865/ficha/departamento-en-alquiler-en-guinazu-536-piso-1-dto-3-lujan-de-cuyo,2026-09-08,,550000.0,ARS,,,,3.0,2.0,1.0,Departamento,Alquiler,---,,Lujan de Cuyo,Mendoza,Guiñazu 536 - Piso 1 Dto 3 - Lujan de Cuyo,-33.0350155,-68.8829945,,,,,,50000.0,,,cocucci sa,Inmobiliaria,False,False,,"COCUCCI INMOBILIARIA OFRECE: Departamento en alquiler – Primer piso

Simple Alquiler ofrece cómodo departamento en ubicado dentro de un complejo cerrado que brinda mayor seguridad y tranquilidad.

La propiedad cuenta con:

Living-comedor amplio y funcional
Cocina completa con amoblamiento bajo mesada y alacena
Lavandería independiente
Dos habitaciones con placares empotrados
Baño completo
Cochera para un vehículo

*Contrato por 2 años.
*Aumentos Cuatrimestrales por índice ICL.
*Depósito en garantía en dólares . Posibilidad de abonarlo hasta en 3 cuotas sin interés.

Vías de comunicación:
Tel: Opción 2 (alquileres), luego Opción 3 (área comercial)
Whatsapp",17-19865
inmoclick:17-19874,inmoclick,17,19874,https://inmoclick.com/17-cocucci-sa/inmuebles/19874/ficha/departamento-en-alquiler-en-julio-a-roca-484-piso-1-dpto-1,2026-09-08,,1150000.0,ARS,,,,4.0,3.0,2.0,Departamento,Alquiler,Excelente,15.0,Capital,Mendoza,Julio A. Roca 484 Piso 1 Dpto. 1,-32.8888175,-68.8570389,,,,,,160000.0,,,cocucci sa,Inmobiliaria,False,False,,"COCUCCI INMOBILIARIA OFRECE: Amplio departamento ubicado en Quinta Sección.

La propiedad cuenta con cocina equipada con lavadero integrado, luminoso living comedor y tres habitaciones con placard. Posee dos baños completos, uno de ellos en suite.

Además, dispone de calefacción central por losa radiante, ascensor, sistema de alarma y aire acondicionado, brindando comodidad y seguridad en todos sus ambientes.

LA PROPIEDAD NO ES AMOBLADA

Condiciones:

- Expensas $ 160.000
-Contrato por dos años
- Aumentos cuatrimestrales según ICL
- Depósito en USD1250( Posibilidad de abonarlo hasta en 3 cuotas)
-Contratación de seguro contra robo e incendios
-Se acepta 1 mascota pequeña

Vías de Comunicación:
Tel opción 2 (alquileres) Luego opción 3 (área comercial)
WhatsApp",17-19874
inmoclick:17-19876,inmoclick,17,19876,https://inmoclick.com/17-cocucci-sa/inmuebles/19876/ficha/departamento-en-alquiler-en-emilio-civit-521-piso-1-depto-b-ciudad,2026-09-08,,1000000.0,ARS,,,,3.0,2.0,1.0,Departamento,Alquiler,Muy Bueno,15.0,Capital,Mendoza,"Emilio Civit 521,piso 1,depto B .Ciudad",-32.8870773,-68.8576295,,,,,,,,,cocucci sa,Inmobiliaria,False,False,,"COCUCCI INMOBILIARIA OFRECE: HERMOSO DEPARTAMENTO EN LA QUINTA SECCIÓN

Excelente departamento ubicado sobre Avenida Emilio Civit, en el corazón de la Quinta Sección, una de las zonas más exclusivas y buscadas de la ciudad.
La propiedad se encuentra en primer piso, con orientación lateral este, y se destaca por su excelente luminosidad y calidad constructiva.

Características del inmueble:

-Amplio y luminoso living-comedor de aproximadamente 4,5 x 4,5 m, con vista al este.
-Cocina independiente con lavadero incorporado, equipada con abundante amoblamiento en alacenas y bajo mesada.
-Dos habitaciones con placares:
-Habitación principal de 3 x 4,5 m.
-Segunda habitación de 3 x 2,5 m.
-Baño completo.
-Cochera y baulera en subsuelo (N.º 8).
-Características del edificio:
-Encargado en horario de mañana y tarde.
-Acceso con tarjeta magnética.
--Salón de Usos Múltiples (SUM).
Piscina.
-Gimnasio.
-Terrazas con excelentes vistas.

Detalles constructivos:

-Techos de losa.
-Pisos de porcelanato.
-Carpinterías de aluminio.
-Amoblamientos de melamina blanca marca Johnson.
-Calefacción central por radiadores.
-Excelente iluminación natural.

Condiciones:

*Expensas: $150.000
*NO MASCOTAS
*Contrato por 2 años
*Aumentos cuatrimestrales por ICL
*Depósito en USD - (Posibilidad de abonarlo en 3 cuotas.)
*Contratación de seguro contra robo e incendios.

Vías de comunicación:
Tel: Opción 2 (alquileres), luego Opción 3 (área comercial)
WhatsApp",17-19876
inmoclick:17-19879,inmoclick,17,19879,https://inmoclick.com/17-cocucci-sa/inmuebles/19879/ficha/departamento-en-alquiler-en-letry-1397-depto-5-pa-lujan-de-cuyo,2026-09-08,,550000.0,ARS,,,,4.0,2.0,1.0,Departamento,Alquiler,Bueno,10.0,Lujan de Cuyo,Mendoza,"Letry 1397,depto 5,PA.Lujan de Cuyo",-33.02889441,-68.8863374712,,,,,,57000.0,,,cocucci sa,Inmobiliaria,False,False,,"COCUCCI INMOBILIARIA OFRECE: Departamento en planta alta, ubicado en una excelente zona de Luján de Cuyo.
La propiedad cuenta con un luminoso espacio de cocina-comedor. Dispone de dos habitaciones, ambas con placares empotrados, que brindan buen espacio de guardado, y un baño completo en excelente estado.

CONDICIONES:
*Expensas:$57.000 aprox
*Contrato por dos años.
*Aumentos cuatrimestrales según ICL.
*Depósito en garantía en dólares. (USD) Posibilidad de abonarlo hasta en 3 cuotas sin interés.
*Contratación de seguro contra robo e incendios.
*NO SE ACEPTAN MASCOTAS
*TIENE COCHERA

Requisitos y ficha de solicitud en el siguiente link (copiar y pegar en navegador): 
Vías de comunicación:
Tel: Opción 2 (alquileres), luego Opción 3 (área comercial)
Whatsapp",17-19879
inmoclick:17-19889,inmoclick,17,19889,https://inmoclick.com/17-cocucci-sa/inmuebles/19889/ficha/departamento-en-alquiler-en-montevideo-507-piso-2-depto-c-ciudad,2026-09-08,,370000.0,ARS,,,,,1.0,1.0,Departamento,Alquiler,---,15.0,Capital,Mendoza,"Montevideo 507,Piso 2 Depto. C. Ciudad",-32.8748548,-68.8157761,,,,,,36000.0,,,cocucci sa,Inmobiliaria,False,False,,"COCUCCI INMOBILIARIA OFRECE: Departamento en 2° piso por ascensor o escalera, compuesto por un dormitorio con placard, baño completo, living-comedor y cocina-lavadero.
Detalle: Cocina con amoblamiento de alacena y bajo mesada, posee artefacto de cocina, termotanque, calefactor, pisos de granito y carpintería metálica.

*Expensas: $63.733
*NO SE ADMITEN MASCOTAS.
*Contrato por dos años.
*Aumentos cuatrimestrales según ICL.
*Depósito en garantía en dólares (USD400)
*Contratación de seguro contra robo e incendios.

Ubicación: se encuentra casi esquina con calle Chile.

Vías de comunicación:
Tel: Opción 2 (alquileres), luego Opción 3 (área comercial)
Whatsapp .",17-19889
inmoclick:17-19890,inmoclick,17,19890,https://inmoclick.com/17-cocucci-sa/inmuebles/19890/ficha/departamento-en-alquiler-en-belgrano-916-godoy-cruz,2026-09-08,,600000.0,ARS,,,,3.0,2.0,1.0,Departamento,Alquiler,---,5.0,Godoy Cruz,Mendoza,Belgrano 916 - Godoy Cruz,-32.91463,-68.8426839,,1.0,,,,36900.0,,,cocucci sa,Inmobiliaria,False,False,,"COCUCCI INMOBILIARIA OFRECE: Departamento ubicado en complejo cerrado en Planta Baja.

El mismo esta conformado por 2 habitaciones luminosas con placard, 1 baño completo, cocina, pequeño patio embaldosado y cochera techada para 1 vehículo. 

Detalles: Se entrega con amoblamiento de alacena y bajo mesada, artefacto de cocina, termotanque. 

* NO SE ADMITEN MASCOTAS.
* Expensas A confirmar ( incluye limpìeza y luz de espacios comunes)
* Contrato por dos años. .
* Aumento cuatrimestrales según ICL. .

* Depósito en dólares.

* Contratación de seguro contra robo e incendios.

Vías de comunicación:

Tel: Opción 2 (alquileres), luego Opción 3 (área comercial)

WhatsApp",17-19890
inmoclick:17-19894,inmoclick,17,19894,https://inmoclick.com/17-cocucci-sa/inmuebles/19894/ficha/departamento-en-alquiler-en-rivadavia-280-dto-2-p-b-godoy-cruz,2026-09-08,,380000.0,ARS,,,,1.0,,1.0,Departamento,Alquiler,Bueno,12.0,Godoy Cruz,Mendoza,Rivadavia 280 dto 2 P.B- Godoy Cruz,-32.9253238,-68.8412401,,,,,,,,,cocucci sa,Inmobiliaria,False,False,,"OFRECE: Monoambiente en complejo cerrado con una superficie cubierta de 42m2 aproximadamente.
 La propiedad se puede utilizar con fines comerciales (Oficinas o consultorios) ya que su punto es ideal! Rápidos accesos a medios me transportes, bancos , colegios, etc. 

El mismo esta compuesto por living-comedor, kitchinett integrado y baño completo. Estacionamiento en el frente con jardín dentro del edificio. Cuenta con todos los servicios.

Detalle: Kitchenet con amoblamiento de alacena y bajo mesada, posee anafe, termotanque, pisos cerámicos y carpintería metálica.

Uso comercial y vivienda

* No se pagan expensas. 

* Impuestos: AGUA y MUNICIPALIDAD (compartido - %), LUZ individual. 

* NO SE ADMITEN MASCOTAS.

* Contrato por dos años. .

* Aumento trimestrales según ICL. .

* Depósito en dólares.

* Contratación de seguro contra robo e incendios.

Vías de comunicación:

Tel: Opción 2 (alquileres), luego Opción 3 (área comercial)

WhatsApp",17-19894
inmoclick:17-19907,inmoclick,17,19907,https://inmoclick.com/17-cocucci-sa/inmuebles/19907/ficha/departamento-en-alquiler-en-colon-529-pb-depto-2-godoy-cruz,2026-09-08,,550000.0,ARS,,,,3.0,2.0,1.0,Departamento,Alquiler,Bueno,,Godoy Cruz,Mendoza,"Colon 529,PB,Depto 2.Godoy Cruz",-32.9306788,-68.8470283,,,,,,,,,cocucci sa,Inmobiliaria,False,False,,"COCUCCI INMOBILIARIA OFRECE: Departamento, en complejo cerrado, Compuesto de 2 dormitorios con placares, living-comedor, cocina-lavadero, patio de luz-tendedero, baño completo con bañera y cochera cerrada.

Detalle: Cocina con amoblamiento de alacena y bajo mesada, NO posee artefacto de cocina, equipo dual para agua caliente y calefacción central.

Condiciones:

*Expensas $56.000
*Contrato por 2 años
*Aumentos cuatrimestrales por ICL
*Depósito en garantía en dólares. (USD) Posibilidad de abonarlo hasta en 3 cuotas sin interés.
*NO SE ACEPTAN MASCOTAS

Vías de comunicación:
Tel: Opción 2 (alquileres), luego Opción 3 (área comercial)
Whatsapp 

Ubicación: Se encuentra entre Decurgez y Leguizamón.",17-19907
